Data_Hora,IdTweet,Tweet,Candidato
2022-07-31 21:55:56+00:00,1553862049213648902,@LeoGona20494093 @cirogomes Ela confirmou sua candidatura a deputada Federal...complicou tudo.,Ciro Gomes
2022-07-31 21:55:56+00:00,1553862048794255360,@cirogomes @CartunistaT Carai quê coisa tosca pqp,Ciro Gomes
2022-07-31 21:55:56+00:00,1553862048735453186,@brainletbr WTF??????? Ancap servidor publico? Eleitor do ciro gomes? Ciro gomes libertário? kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,Ciro Gomes
2022-07-31 21:55:51+00:00,1553862029320114177,@freitasarthur1_ @EleitorQ @cirogomes @jairbolsonaro @LulaOficial cu https://t.co/N1BsQzRLA5,Ciro Gomes
2022-07-31 21:55:48+00:00,1553862015856386051,@marivalentimdf @cirogomes A vice pode ser do PSD Maria Amélia.,Ciro Gomes
2022-07-31 21:55:32+00:00,1553861947724013568,@cirogomes @CartunistaT Pelo amor em Ciro ... Tem que demitir essa assessoria aí!!,Ciro Gomes
2022-07-31 21:55:26+00:00,1553861922210168833,"@yupira2 @ROBERTOALVESME2 @vinimaxreal @cirogomes Ajudar o cara que criou o Bolsonaro a ganhar no primeiro turno pra que?

Nós queremos tirar Bolsonaro do segundo turno e obrigar esse inescrupuloso do Lula a debater o país e responder suas contradições.

Acorda pra vida! Lula é parte do problema!",Ciro Gomes
2022-07-31 21:55:19+00:00,1553861893823029248,"@cirogomes @CartunistaT Se alguém lhe perguntar o que é cringe, mostre esse vídeo.",Ciro Gomes
2022-07-31 21:55:11+00:00,1553861860461613056,"@faornelas @Mindful2022 @hugossouto @cirogomes @CartunistaT nossa, parabéns. quero ver o q ele vai fazer qdo chegar o segundo turno",Ciro Gomes
2022-07-31 21:55:09+00:00,1553861850101579779,@Mindful2022 @rital1n0 @hugossouto @cirogomes @CartunistaT Empalou o petisco! Kkkkk,Ciro Gomes
2022-07-31 21:55:07+00:00,1553861841700683776,"@kimpaim Ciro Nogueira em convenção do PDT?
Com cartaz do Ciro Gomes?

Explica aí, orelhudo! https://t.co/k6yDPxcri3",Ciro Gomes
2022-07-31 21:55:03+00:00,1553861824667344906,@cirogomes @CartunistaT Totalmente perdido,Ciro Gomes
2022-07-31 21:54:37+00:00,1553861717918187521,@emirsader Calma lá! Existem nomes melhores para presidente! @simonetebetbr @cirogomes @AndreJanonesAdv...,Ciro Gomes
